0.82573E-02 0.73264E-05 0.00000E+01 110856 0 0 6242 0.75600E+06 0.00000E+01 0.82573E-02 0.00000E+01 0.00000E+01 0
1 0.0081525 7.2054e-05 0.45395 0.01239 0.0081525
2 0.0082813 3.2355e-05 0.28378 0.014254 0.0082813
3 0.0082546 1.5876e-05 0.19757 0.01152 0.0082546
4 0.0083898 7.1591e-05 0.43827 0.01239 0.0083898
5 0.008219 3.2937e-05 0.29108 0.014133 0.008219
6 0.008265 1.6089e-05 0.19997 0.0114 0.008265
7 0.0081813 7.2118e-05 0.45275 0.01239 0.0081813
8 0.0082611 3.2319e-05 0.28416 0.014599 0.0082611
9 0.0082699 1.6112e-05 0.20013 0.011988 0.0082699
10 0.0081393 7.4136e-05 0.46782 0.01239 0.0081393
11 0.0082646 3.2226e-05 0.28323 0.014116 0.0082646
12 0.0082561 1.5933e-05 0.19824 0.011655 0.0082561
13 0.0083094 7.1518e-05 0.44206 0.01239 0.0083094
14 0.0082615 3.3492e-05 0.29447 0.013455 0.0082615
15 0.0082246 1.6192e-05 0.20224 0.011498 0.0082246
16 0.0081153 7.3365e-05 0.46433 0.01239 0.0081153
17 0.008295 3.2431e-05 0.28399 0.014216 0.008295
18 0.0082747 1.6128e-05 0.20021 0.011472 0.0082747
<lo_statistics>
<cumulated_time> 3.2078029999999993 </cumulated_time>
</lo_statistics>
